name,text
Martin's Comida Chingona,"I was craving Martin's all day. After getting out from school and voting i went by Martins and he was outside he told me they were closed until later that evening. Without hesitation he offered to make me something to go! That was extremely nice of him and his tacos are delicious, my favorite in Tucson. All the food at Martin's is delicious and I love their salsa. Martin and his waitstaff is awesome. I specifically created this yelp account just to let people know how nice he is."
Crispy's Fish-n-Chips,Either I came when really Hungry but So far one of the best fish & chips in Tucson. Will defiantly be coming back. This place rocks!!
Poco & Mom's,"Great food and happy staff! They bring a positive attitude that brightens the ambiance of the restaurant. 
The food was wonderful. Strong and authentic  flavors make this place a must for all Mexican food lovers."
Blanco Tacos + Tequila,"Me and my husband were visiting out of town and took a friend here during busy dinner hour. The place was packed and the hostess promptly gather our info and we sat in the waiting area, which had plenty of sights to view while we waited. While waiting we noticed we were going to miss their happy hour if we didn't get seated quickly. My husband went and asked the hostess if we could still order off the happy hour menu. She asked the manager and he was more than happy to allow us to order off the menu. We got seated order our food and it was great! Tacos were small enough to fill you up and not feel stuffed the nachos were great! I think the team did a great job at keeping all the tables attended and drinks full. When the food came out we happen to get someone else's order and the check amount charged us full price on the drinks however the manager took off more than the happy hour amount which he didn't have to do but did! Other than those very small things we loved it and had a great experience!!"
Poco & Mom's,"This place is wonderful. I've been to the best of places throughout New Mexico, and Poco and Mom's easily rivals if not bests them. The green chili is incredible- good heat but very palatable. For a softer heat with wonderful texture, the sour cream green chili sauce is awesome. Oh, and the machaca is fantastic!"
Blanco Tacos + Tequila,"ok, this is not the best place for food, but it has good appetizers, good service and the view is lovely. Nothing better than not having to bother but just relax and that is what you can do there. We love the young waitstaff, very attentive and not stupid or snobbish, the food is always good although we restrict ourselves to easy appetizers, which they do well. The entrees are ok but nothing special. However, the appetizers are good, the service is good and leaves you alone, all in all it is more of an European ambience and the  view through the mirrors is divine. The place for us to go to relax, thank you. Good job giving us what we want, fast and good food and drinks, and then we are left alone! Love it! However, one bathroom for each gender? That is not enough and also
walking through the waitstaff to go to the restroom is not convenient."
Boca Tacos Y Tequila,Maria is a taco ninja... Best tacos in Tucson. Finding a seat can be challenging at times. Staff is friendly. Variety of salsas is amazing. They truly are hotter than your girlfriend.
Mexico In Season,Great food unique healthy Mexican. Wide selection of options.  Great green chili pork bowl and burritos.   I definitely will be going back soon.
Boca Tacos Y Tequila,Outstanding carne salad and burro.  I love the salsas that come with the meals. Good choice of beers too.
Poco & Mom's,Great place for breakfast and lunch. Service was fast and you get chips and salsa to munch on while you wait. Prices were cheap and staff was friendly. They have outdoor seating and were pet friendly.
Poco & Mom's,Place looks like a dive but the food is amazing. Price is exceptionally reasonable and the staff makes you feel like a long lost friend even if it's your first visit. You can't go wrong here but the hatch chili enchilada was fantastic.
Asadero y Taqueria Sonora,OMG!! This place needs to be on the map. Hands down best Mexican Food ever. Great service is a bonus. I heart heart this place. - Val Muldez
Chipotle Mexican Grill,"This location is my favorite Chipotle location. Every time I come to this location I get friendly service. A good portion of food and a warm inviting atmosphere. 

My favorite dish is the burrito bowel with a bed of lettuce, add a mix of both rices, then add some mixed vegetables add in some barbacoa with salsa fresco and a dab of the green chili's followed by some cheese and guacamole. Mmmm! So Delicious.. My favorite.! 

The chips are a nice addition (optional)"
Martin's Comida Chingona,"Came in not sure if this would be a good spot, but turned out to be a gem. Food is very good and freshly made when ordered."
Poco & Mom's,"love this place food is amazing and service rocks...carol a tall brunette was very friendly and informative...thanks for great suggestions .....love both locations and if they had a happy hour specials for drinks and appetizers or mini tacos,burros,cheese crisps i would bring my happy hour group here ...get a happy hour and a signature margarita or another signature  drink  please...your food is so awesome and the patio rocks as well"
